	Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	source_dataset	collection	tag
1696	21	28.45	13.92	Gradient Boost (General Model)	11	0.707	1919	178.28720748829954	4837423	0.3	6410	2513	37199	Low confidence prediction - substantial (25%) disagreement between completeness prediction models	SRR24759611	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1697	22	62.64	34.1	Neural Network (Specific Model)	11	0.833	1835	211.6601191789892	3444288	0.46	4531	1767	19978		SRR24759611	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1698	23	72.58	37.11	Gradient Boost (General Model)	11	0.911	1797	261.97781475318914	3105364	0.48	3606	1659	19088		SRR24759611	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1699	24	26.73	9.35	Neural Network (Specific Model)	11	0.846	1844	222.71069182389937	1752110	0.56	2226	942	28311		SRR24759611	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1700	25	66.14	45.44	Gradient Boost (General Model)	11	0.863	3067	245.4872035689129	3628565	0.38	4259	1355	24608		SRR24759611	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1701	26	6.93	0.05	Neural Network (Specific Model)	11	0.789	2843	246.1044776119403	249970	0.37	268	88	2953		SRR24759611	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1702	27	65.86	25.92	Gradient Boost (General Model)	11	0.841	2667	233.59019514516896	3495007	0.39	4202	1321	2932		SRR24759611	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1703	28	74.65	26.96	Gradient Boost (General Model)	11	0.833	2316	228.9945694336695	4242917	0.41	5156	1903	11749		SRR24759611	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1704	29	69.45	36.09	Neural Network (Specific Model)	11	0.917	1602	233.4689280165717	2942844	0.62	3862	1894	8947		SRR24759611	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1705	30	27.32	14.67	Neural Network (Specific Model)	11	0.642	1445	146.44898626553302	2082712	0.41	3058	1451	16795		SRR24759611	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1706	1	6.36	0.05	Neural Network (Specific Model)	4	0.789	122610	236.57432432432432	396195	0.5	444	9	124996		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1707	2	9.59	0.0	Neural Network (Specific Model)	11	0.772	40942	213.98481973434536	436161	0.36	527	114	42475		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1708	3	4.99	0.0	Neural Network (Specific Model)	11	0.815	39561	239.60087719298247	200828	0.36	228	66	39866		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1709	4	10.8	0.02	Neural Network (Specific Model)	11	0.857	34705	263.0967741935484	341898	0.37	372	48	35875		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1710	5	100.0	49.14	Gradient Boost (General Model)	11	0.888	2074	253.5920624593364	5254321	0.6	6148	2410	321404		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1711	6	86.53	10.37	Gradient Boost (General Model)	11	0.901	25999	299.1775147928994	1177128	0.45	1183	228	80607		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1712	7	25.63	2.57	Neural Network (Specific Model)	11	0.739	25991	221.94522471910116	1279954	0.36	1424	427	28467		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1713	8	33.64	4.71	Neural Network (Specific Model)	11	0.837	15511	242.5702364394993	1247963	0.36	1438	309	25107		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1714	9	22.28	0.92	Neural Network (Specific Model)	11	0.853	11560	308.9744835965978	892599	0.39	823	77	12524		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1715	10	31.93	4.01	Neural Network (Specific Model)	11	0.822	6381	265.2149866190901	1082918	0.39	1121	171	6755		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1716	11	59.06	22.76	Gradient Boost (General Model)	11	0.876	9397	273.7971698113208	1985151	0.38	2120	491	10448		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1717	12	83.01	28.92	Gradient Boost (General Model)	11	0.856	2394	240.80065217391305	3877146	0.34	4600	1532	74611		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1718	13	45.11	16.92	Gradient Boost (General Model)	11	0.907	2132	254.4809130263676	2134322	0.38	2541	968	19677		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1719	14	75.95	25.68	Gradient Boost (General Model)	11	0.868	5684	260.52065351418	2916975	0.42	3244	898	28085		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1720	15	30.36	16.62	Neural Network (Specific Model)	11	0.851	1630	243.67200986436495	1390343	0.48	1622	799	44723		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1721	16	55.15	17.63	Gradient Boost (General Model)	11	0.857	3851	252.80994521702488	2095031	0.42	2373	728	52453		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1722	17	79.54	27.61	Gradient Boost (General Model)	11	0.838	4201	230.31770730746504	4177351	0.42	5077	1725	50078		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1723	18	47.88	24.02	Gradient Boost (General Model)	11	0.746	2268	192.95008892841264	6965690	0.32	8996	3343	50700		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1724	19	60.6	19.06	Gradient Boost (General Model)	11	0.936	1672	268.99821852731594	1449938	0.39	1684	829	24364		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1725	20	43.46	16.75	Neural Network (Specific Model)	11	0.83	2290	222.85603660682855	2283215	0.45	2841	1066	15260		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1726	21	40.2	11.26	Gradient Boost (General Model)	11	0.861	2978	252.7235534774985	1503221	0.46	1711	624	17458		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1727	22	69.15	27.01	Gradient Boost (General Model)	11	0.838	2834	239.0523376086057	4126294	0.37	4834	1457	3375		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1728	23	46.05	10.3	Gradient Boost (General Model)	11	0.814	2602	207.43627204030227	1514067	0.45	1985	741	13557		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1729	24	41.35	16.3	Neural Network (Specific Model)	11	0.75	1886	183.424213836478	2324571	0.45	3180	1338	32944		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1730	25	28.16	7.33	Neural Network (Specific Model)	11	0.93	1474	248.85414767547857	879123	0.48	1097	560	12207		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1731	26	20.47	8.29	Neural Network (Specific Model)	11	0.938	1384	274.59533898305085	414050	0.48	472	281	9216		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1732	27	12.85	3.07	Neural Network (Specific Model)	11	0.631	1617	153.47429078014184	820466	0.4	1128	505	8738		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1733	28	25.12	8.47	Neural Network (Specific Model)	11	0.929	1789	260.4009840098401	682326	0.48	813	395	7729		SRR24759612	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1734	1	98.49	18.54	Gradient Boost (General Model)	11	0.899	108296	290.72431595250384	1876449	0.44	1937	286	213978		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1735	2	95.47	0.26	Gradient Boost (General Model)	11	0.904	72207	322.7437101643744	3185074	0.42	2981	177	198984		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1736	3	85.43	52.06	Neural Network (Specific Model)	11	0.855	2837	242.09013197360528	5657953	0.34	6668	1914	125460		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1737	4	23.28	5.26	Neural Network (Specific Model)	11	0.895	10268	294.56515580736544	695877	0.4	706	137	63731		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1738	5	36.63	9.95	Neural Network (Specific Model)	11	0.865	11394	296.020482809071	1401788	0.39	1367	140	12057		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1739	6	27.49	1.74	Neural Network (Specific Model)	11	0.822	8071	230.53391304347824	964973	0.41	1150	336	50078		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1740	7	33.71	3.78	Neural Network (Specific Model)	11	0.866	13057	317.6403712296984	947620	0.4	862	73	13710		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1741	8	29.46	1.47	Neural Network (Specific Model)	11	0.843	9577	274.2925170068027	1002944	0.36	1029	160	10403		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1742	9	39.0	5.15	Neural Network (Specific Model)	11	0.864	8659	289.25143266475646	1399037	0.39	1396	162	9220		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1743	10	39.45	5.6	Neural Network (Specific Model)	11	0.882	9568	267.6983632112237	1165809	0.44	1283	394	37304		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1744	11	23.32	5.27	Neural Network (Specific Model)	11	0.817	2256	224.8047363717605	1841503	0.52	2238	798	49662		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1745	12	41.81	13.53	Gradient Boost (General Model)	11	0.725	2284	192.88075618031996	4931063	0.31	6189	2211	117262		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1746	13	43.55	9.4	Gradient Boost (General Model)	11	0.858	5364	274.85074626865674	1864116	0.39	1943	347	5735		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1747	14	58.74	22.11	Gradient Boost (General Model)	11	0.886	5842	273.91547375596457	2715894	0.4	2934	913	55406		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1748	15	67.05	23.7	Neural Network (Specific Model)	11	0.848	2653	216.51063327032136	3234995	0.35	4232	1319	33803		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1749	16	44.26	12.25	Gradient Boost (General Model)	11	0.88	6690	268.31516352824576	1841862	0.46	2018	673	48567		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1750	17	52.78	20.0	Neural Network (Specific Model)	11	0.863	1889	225.8114985862394	2493384	0.58	3183	1256	71779		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1751	18	38.88	6.38	Neural Network (Specific Model)	11	0.87	4906	285.37719298245617	1343785	0.38	1368	285	14313		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1752	19	51.02	19.95	Gradient Boost (General Model)	11	0.717	1916	180.60414767547857	3305494	0.42	4388	1710	63887		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1753	20	44.18	15.33	Gradient Boost (General Model)	11	0.87	4263	248.42632406921868	1630867	0.46	1907	677	26935		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1754	21	43.96	12.08	Gradient Boost (General Model)	11	0.736	4032	207.1864598025388	2985291	0.37	3545	1205	14195		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1755	22	71.55	5.14	Neural Network (Specific Model)	11	0.893	3318	252.77640142767163	4037706	0.56	4763	1550	16948		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1756	23	79.16	29.05	Gradient Boost (General Model)	11	0.853	3655	240.41456332365425	3775954	0.39	4477	1367	19012		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1757	24	83.08	42.42	Gradient Boost (General Model)	11	0.839	3060	242.51926458832932	5410426	0.43	6255	1807	3580		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1758	25	77.51	51.43	Gradient Boost (General Model)	11	0.918	1653	244.8255528255528	4221028	0.62	5291	2459	22208		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1759	26	68.87	39.68	Gradient Boost (General Model)	11	0.86	1701	215.874496502014	3543340	0.47	4717	2134	21456		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1760	27	51.61	11.94	Gradient Boost (General Model)	11	0.918	1782	238.9299424184261	812764	0.37	1042	486	14352		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1761	28	46.49	19.23	Gradient Boost (General Model)	11	0.92	1601	242.20593692022263	1699433	0.47	2156	1074	16809		SRR24759613	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1762	1	95.99	8.7	Gradient Boost (General Model)	11	0.892	44610	281.56508515815085	1554930	0.45	1644	239	139664		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1763	2	13.22	0.32	Neural Network (Specific Model)	11	0.882	30736	282.73621103117506	400140	0.39	417	13	31475		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1764	3	7.54	0.05	Neural Network (Specific Model)	11	0.898	29200	258.55510204081634	211156	0.36	245	50	29504		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1765	4	27.01	8.11	Neural Network (Specific Model)	11	0.84	2161	228.18227215980025	1302262	0.34	1602	572	26787		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1766	5	23.61	2.01	Neural Network (Specific Model)	11	0.895	27464	294.7111111111111	665461	0.37	675	150	28722		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1767	6	73.32	8.43	Neural Network (Specific Model)	11	0.903	24021	316.5992233009709	2701043	0.43	2575	317	80802		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1768	7	80.68	18.1	Gradient Boost (General Model)	11	0.866	14570	277.6332560834299	3313384	0.37	3452	468	68220		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1769	8	35.37	4.51	Neural Network (Specific Model)	11	0.9	6768	244.8625850340136	599087	0.36	735	197	41276		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1770	9	51.84	14.59	Gradient Boost (General Model)	11	0.921	2428	270.6307692307692	743585	0.38	845	288	35047		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1771	10	49.19	15.8	Gradient Boost (General Model)	11	0.845	5800	276.29360884190294	2038874	0.36	2081	354	6206		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1772	11	46.54	8.07	Gradient Boost (General Model)	11	0.873	9255	295.5356108859294	1750556	0.41	1727	190	9958		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1773	12	64.51	15.71	Neural Network (Specific Model)	11	0.874	7481	267.4485436893204	1887509	0.42	2060	620	22744		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1774	13	56.72	31.81	Neural Network (Specific Model)	11	0.728	1816	184.36011263872783	4570937	0.44	6037	2376	90979		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1775	14	38.78	6.55	Neural Network (Specific Model)	11	0.857	7971	283.3066392881588	1446968	0.39	1461	268	8475		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1776	15	75.65	46.59	Neural Network (Specific Model)	11	0.846	4166	222.53671790094705	5071526	0.36	6441	1976	63705		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1777	16	45.89	18.14	Gradient Boost (General Model)	11	0.862	2444	253.4018526687252	1993429	0.46	2267	856	23018		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1778	17	59.83	26.05	Neural Network (Specific Model)	11	0.748	2152	195.009110525054	6507621	0.31	8342	2969	40614		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1779	18	59.56	29.07	Neural Network (Specific Model)	11	0.877	2288	243.12408293460925	2600891	0.47	3135	1089	34476		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1780	19	30.14	3.31	Neural Network (Specific Model)	11	0.855	7065	284.16483516483515	1268349	0.39	1274	181	7521		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1781	20	64.83	20.47	Gradient Boost (General Model)	11	0.84	4820	247.7948954489545	2869985	0.41	3252	820	5333		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1782	21	28.37	13.74	Neural Network (Specific Model)	11	0.939	1707	311.32164948453607	963091	0.4	970	516	32866		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1783	22	24.68	5.7	Neural Network (Specific Model)	11	0.859	5407	277.4693028095734	929127	0.38	961	171	5960		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1784	23	16.44	1.64	Neural Network (Specific Model)	11	0.941	2149	264.68825910931173	208148	0.38	247	91	11546		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1785	24	57.93	28.6	Gradient Boost (General Model)	11	0.92	1713	271.86061658706035	2037742	0.48	2303	1141	17039		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1786	25	76.8	28.79	Gradient Boost (General Model)	11	0.841	3806	259.3122053431116	3524848	0.41	3818	931	4210		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1787	26	16.55	1.07	Neural Network (Specific Model)	11	0.813	1989	216.98387096774192	989526	0.52	1240	488	35737		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1788	27	73.06	37.16	Gradient Boost (General Model)	11	0.844	3073	247.0407104370385	4391243	0.38	5011	1438	3403		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1789	28	60.28	16.72	Gradient Boost (General Model)	11	0.869	3386	237.76039806072976	3209798	0.37	3919	1410	12196		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1790	29	78.11	46.36	Gradient Boost (General Model)	11	0.87	1890	231.43807763401108	4310454	0.59	5410	2341	19486		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1791	30	30.52	2.17	Neural Network (Specific Model)	11	0.849	2732	259.71010860484546	1095814	0.43	1197	400	3195		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1792	31	12.16	7.75	Neural Network (Specific Model)	11	0.923	2023	211.34389140271492	151567	0.38	221	85	11383		SRR24759614	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1793	1	46.17	19.69	Neural Network (Specific Model)	11	0.696	2000	181.84539900018515	4221981	0.42	5401	2031	94279		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1794	2	37.23	5.6	Neural Network (Specific Model)	11	0.907	18718	315.83118971061094	1298426	0.37	1244	293	174160		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1795	3	43.9	4.03	Gradient Boost (General Model)	11	0.895	32415	306.0195941217635	1463663	0.37	1429	174	95610		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1796	4	20.19	0.8	Neural Network (Specific Model)	11	0.891	29260	321.18896321070235	645772	0.37	598	22	30835		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1797	5	58.77	23.57	Neural Network (Specific Model)	11	0.824	13517	241.49667616334284	2770846	0.45	3159	714	172115		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1798	6	29.18	5.89	Neural Network (Specific Model)	11	0.876	25990	300.71130104463435	1083387	0.39	1053	112	27164		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1799	7	19.98	0.82	Neural Network (Specific Model)	11	0.85	23946	308.9378612716763	753435	0.39	692	35	25215		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1800	8	74.16	15.85	Gradient Boost (General Model)	11	0.885	21310	260.3825382538254	1957951	0.34	2222	371	71779		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1801	9	66.38	33.95	Gradient Boost (General Model)	11	0.84	1995	227.2982735723772	3049919	0.47	3765	1489	101116		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1802	10	33.42	3.84	Neural Network (Specific Model)	11	0.848	3194	234.0273132664437	1481830	0.34	1794	549	54056		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1803	11	49.41	14.24	Neural Network (Specific Model)	11	0.894	6496	270.452736318408	1820884	0.4	2010	531	61186		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1804	12	41.53	4.83	Gradient Boost (General Model)	11	0.841	16655	267.6391167192429	1510423	0.37	1585	295	17724		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1805	13	6.74	0.0	Neural Network (Specific Model)	11	0.827	19238	274.2448979591837	243107	0.42	245	41	20234		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1806	14	20.15	0.78	Neural Network (Specific Model)	11	0.857	15333	298.94117647058823	603909	0.35	578	41	16220		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1807	15	19.07	0.4	Neural Network (Specific Model)	11	0.837	10747	268.1432396251673	716310	0.36	747	151	11431		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1808	16	5.69	0.02	Neural Network (Specific Model)	11	0.847	11010	247.5681818181818	153840	0.45	176	14	11322		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1809	17	73.91	15.29	Gradient Boost (General Model)	11	0.722	2830	201.11272878535772	6012417	0.29	7212	2326	69360		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1810	18	7.56	5.93	Neural Network (Specific Model)	11	0.867	10541	247.2875	136750	0.41	160	13	10741		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1811	19	6.9	0.12	Neural Network (Specific Model)	11	0.814	10355	300.75206611570246	133951	0.44	121	13	10637		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1812	20	16.53	0.21	Neural Network (Specific Model)	11	0.865	10033	295.320987654321	579797	0.36	567	60	10523		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1813	21	82.67	4.97	Neural Network (Specific Model)	11	0.888	8906	282.27077643386656	4877236	0.56	5126	887	46596		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1814	22	51.73	15.66	Gradient Boost (General Model)	11	0.856	2480	237.50361067503923	2646316	0.42	3185	1095	46638		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1815	23	37.42	4.13	Neural Network (Specific Model)	11	0.872	11808	276.99928520371697	1330783	0.35	1399	290	12834		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1816	24	60.78	18.08	Neural Network (Specific Model)	11	0.917	3202	261.7519083969466	895596	0.37	1048	303	41276		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1817	25	29.65	13.52	Neural Network (Specific Model)	11	0.932	2658	299.31081081081084	640635	0.4	666	266	38613		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1818	26	16.36	0.22	Neural Network (Specific Model)	11	0.884	1769	244.04979811574697	614001	0.45	743	332	61691		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1819	27	58.82	20.59	Gradient Boost (General Model)	11	0.854	7162	282.0458585140419	2780803	0.37	2813	389	7952		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1820	28	96.41	59.81	Gradient Boost (General Model)	11	0.911	1903	260.657664416104	3424702	0.62	3999	1687	54190		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1821	29	26.68	3.93	Neural Network (Specific Model)	11	0.883	1992	241.29843561973527	679704	0.49	831	312	15763		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1822	30	55.4	17.84	Neural Network (Specific Model)	11	0.819	4621	227.72040867181656	3342443	0.34	4013	1127	14258		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1823	31	28.05	7.31	Neural Network (Specific Model)	11	0.845	2435	239.20835972134265	1337377	0.56	1579	590	23811		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1824	32	71.34	24.01	Gradient Boost (General Model)	11	0.857	5105	272.6715803908125	2779412	0.43	2917	609	18224		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1825	33	31.52	8.84	Neural Network (Specific Model)	11	0.895	1841	248.5021645021645	960042	0.44	1155	477	14848		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1826	34	52.91	18.79	Gradient Boost (General Model)	11	0.792	4029	212.3637753987328	3672307	0.36	4577	1477	36178		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1827	35	61.06	14.88	Gradient Boost (General Model)	11	0.851	3817	263.23148840688106	2477088	0.45	2674	686	6132		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1828	36	49.21	9.7	Gradient Boost (General Model)	11	0.853	3738	261.6881371640408	1983748	0.37	2158	545	4184		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1829	37	54.39	13.8	Neural Network (Specific Model)	11	0.903	2198	246.64941302027748	1532753	0.44	1874	737	23320		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1830	38	49.27	19.69	Gradient Boost (General Model)	11	0.879	2014	241.105729474306	1389105	0.46	1693	658	18192		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1831	39	11.26	0.04	Neural Network (Specific Model)	11	0.813	3073	201.4860759493671	292811	0.43	395	140	8554		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1832	40	65.24	27.62	Gradient Boost (General Model)	11	0.933	1871	275.0723514211886	2050465	0.48	2322	1176	18001		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1833	41	56.76	3.03	Gradient Boost (General Model)	11	0.897	2226	228.95214887018165	1723586	0.42	2257	846	9402		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1834	42	41.34	14.08	Gradient Boost (General Model)	11	0.909	2034	230.9507722007722	788309	0.38	1036	419	10630		SRR24759615	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1835	1	7.05	0.0	Neural Network (Specific Model)	11	0.861	139395	317.92857142857144	139395	0.35	126	1	139395		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1836	2	4.3	0.0	Neural Network (Specific Model)	11	0.878	115857	283.05833333333334	115857	0.4	120	1	115857		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1837	3	12.83	0.76	Neural Network (Specific Model)	11	0.903	1915	298.47350427350426	579150	0.4	585	262	105926		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
1838	4	11.13	0.2	Neural Network (Specific Model)	11	0.873	89510	283.45454545454544	267121	0.34	275	3	89654		SRR24759616	checkm2 on collection 2875: Quality report	maxbin2-single-sample-binning
